nome,valor
t1_z, 4.000000000000000000
t1_crit, 1.644853626951471526
t1_p, 0.000031671241833120
t2a_t,-1.788854381999833487
t2a_crit_bi, 2.093024054408309631
t2a_p_bi, 0.089594521119538542
t2a_crit_esq,-1.729132811521369550
t2a_p_esq, 0.044797260559769271
t2b_xbar,49.664000000000001478
t2b_s, 4.149987951789740670
t2b_t, 2.004825097482967333
t2b_crit, 1.710882079909427977
t2b_p, 0.028193747674005367
t3_dbar,20.616666666666667140
t3_sd,17.962528336579573818
t3_t, 3.975956333124770481
t3_crit, 1.795884818704043484
t3_p, 0.001086904009759882
t3_ic_lo, 9.203820653786348061
t3_ic_hi,32.029512679546982667
t4_t,-1.754888754858202837
t4_gl,29.835553296149235791
t4_crit, 2.042744588093988956
t4_p, 0.089543981980110099
t5_z, 2.499999999999999556
t5_crit, 1.644853626951471526
t5_p, 0.006209665325776159
t5_p_corr, 0.007394607110880699
t6_x2, 2.539682539682539542
t6_crit, 5.991464547107979932
t6_p, 0.280876201764281630
t7_x2,13.693572747105218212
t7_crit, 5.991464547107979932
t7_p, 0.001062865864315842
e1_t, 1.848641589966890653
e1_crit, 2.200985160091638804
e1_p, 0.091546488307255147
e2_z, 2.070196678027062642
e2_p, 0.038433930236781766
e3a_t,-4.447656321843653338
e3a_p, 0.000802812327067092
e3b_t,-2.408047028336238071
e3b_p, 0.027793061950075030
e4_x2, 0.400000000000000022
e4_crit, 7.814727903251179164
e4_p, 0.940242494839360732
